name,website,phone,status,tipo_site
Clinica Dentista Top,,(85) 98578-2020,,sem site
Dra Benaiza,,(85) 98788-1741,,sem site
PORTAL ODONTOLOGIA,https://www.instagram.com/clinicaportalodontologia,(85) 3099-5042,200,agregador/social
DRA. MARCIA NUNES I DENTISTA I ORTONDONTIA I IMPLANTE DENTARIO I PARANGABA - FORTALEZA,https://wa.me/5585999776205,(85) 99977-6205,200,agregador/social
Marina Studart,https://bit.ly/3ouhNPT,(85) 98596-6183,200,agregador/social
Dr. Jose de Franca Neto,https://clinicajosedefrancaneto.com.br/,,406,site próprio
Dra. Luana Pitombeira - Ortodontia e Odontologia Estetica,https://sites.google.com/view/draluanapitombeiradentista/dra-luana,(85) 99961-8302,200,agregador/social
Inovaface,,(85) 98939-1010,,sem site
Dr. Carlos Martins,http://dentistafortaleza.net/,(85) 98826-8080,200,site próprio
Dra.Stefany Alencar odontologia,,(85) 99722-9033,,sem site
Dra Luciana & Dr Fernando,,(85) 98123-0023,,sem site
Perfecta Odontologia,https://odontoperfecta.com.br/,(19) 98722-0849,406,site próprio
Dentista 24 Horas Campinas,https://www.dentista24horascampinas.com.br/google-meu-negocio/,(19) 99409-5553,200,site próprio
Clinica Odontologica | Rede Odonto Campinas,https://www.redeodonto.com.br/rede-odonto-campinas,(19) 3203-1404,200,site próprio
DentalKids Campinas,http://www.dentalkids.com.br/,(19) 3233-6671,200,site próprio
Dra Mariana Mazzolani - CRO 111546 - Ortodontia|Swiss Park|Invisalign Doctor|Dentista em Campinas|Invisalign em Campinas,http://amyoclinic.com.br/,(19) 99109-1330,"ERRO: HTTPConnectionPool(host='amyoclinic.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD62B72F0>: Failed to resolve 'amyoclinic.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Clinica Odonthus - Dra. Maisa Quintas da Costa,http://www.odonthus.com.br/,(19) 3241-0211,200,site próprio
Orny Odontologia,http://www.ornyodontologia.com.br/,(19) 99290-9917,406,site próprio
Dentistas 24 Horas Campinas,http://dentistas24h.com/,(19) 3324-9466,520,site próprio
Dra. Mirian Bustillo | Dentista em Campinas,https://mirianbustillodentista.com.br/,(19) 99214-1001,200,site próprio
Armonia Dentale Odontologia Integrada,https://www.armoniadentale.com.br/,(19) 99214-9983,200,site próprio
"Dentista em Cambui, Dra. Isabela Maria Laubenstein, Aparelho Dental Invisivel, Clareamento, Faceta Dentaria, Invisalign",https://www.laubensteinodontologia.com.br/odontologia,(19) 99272-5028,200,site próprio
Sorriso de Campinas,http://www.sorrisodecampinas.com/,(19) 3232-2555,200,site próprio
Oral Unic,http://www.oralunic.com.br/campinas-sp,(19) 3365-6200,200,site próprio
Integra Odontologia e Saude,https://www.integraodontosaude.com.br/,(19) 3254-0862,200,site próprio
Dra Karla Maia,http://www.karlamaiadentista.com.br/,(19) 99323-1262,200,site próprio
Oral Clin Campinas,https://www.oralclincampinas.com.br/,(19) 2513-4344,200,site próprio
Clinica Vida Odontologia,,(19) 98127-4256,,sem site
Dra Camila Roberta,https://wa.me/5519995541102,(19) 3224-6258,200,agregador/social
OdontoCompany-Centro-Campinas,https://sorrisorapidoem72horas.com.br/,(19) 99976-5181,200,site próprio
Amie Odontologia | Clinica Odontologica | Dentista em Bonfim | Implante Dentario | Campinas SP,https://amieodonto.com.br/,(19) 99624-8309,200,site próprio
Clinica Azul Odontologia em Campinas | Dentista Dr. Robson Barros Jr.,https://clinicaazulodontologia.com.br/,(19) 3233-3792,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",site próprio
Odonto Mares,http://www.odontomares.com.br/,(19) 98702-6707,406,site próprio
Bom Retiro Med Odonto,,(19) 99242-0057,,sem site
...,https://dentistaidealparavoce.com.br/,(19) 99957-9704,"ERRO: HTTPSConnectionPool(host='dentistaidealparavoce.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62B6ED0>: Failed to resolve 'dentistaidealparavoce.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Clinica Odontologica Tropical - Dentista Adulto e infantil - Campinas,https://www.clinicatropical.com.br/,(19) 99605-3343,200,site próprio
Clinica Alo Dente,https://www.instagram.com/marlieriamartins/,(19) 98303-0540,200,agregador/social
Odonto Excellence Campinas - Ouro Verde,,(19) 99940-5084,,sem site
Levare Odontologia - Dentista Campinas,https://levareodontologia.com.br/,(19) 99385-1155,406,site próprio
Odontologia 24 Horas Campinas,https://www.dentista24horascampinas.com.br/google-meu-negocio/,(19) 99409-5553,200,site próprio
Odontoclinic Campinas,https://odontoclinic.com.br/unidade/campinas-campo-grande,(19) 98253-0089,200,site próprio
Dra. Fabiola Calderan,https://www.doctoralia.com.br/fabiola-calderan/dentista/campinas?utm_source=google&utm_medium=gmb&utm_campaign=749154&utm_content=website,(19) 98905-4145,200,site próprio
Camp Dentes Campinas 1,https://www.instagram.com/camp.dentes?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,(19) 2512-3069,200,agregador/social
Dra Vitoria Prado Odontologia,https://www.instagram.com/dravitoriaprado/,(19) 98945-5636,200,agregador/social
Heal Odontologia,http://www.healodontologia.com.br/,(19) 98913-5177,406,site próprio
Odontologia G. Barros,,(19) 3252-8939,,sem site
Odonthos Odontologia Integrada,http://www.odonthos.com.br/,(19) 98124-8789,406,site próprio
Dra. Michelle Sakihama Ortodontista | Invisalign em Campinas | Dentista em Campinas | Alinhadores,https://www.instagram.com/dra.michelle.sakihama,(19) 99710-7150,200,agregador/social
Almara Odontologia - Clinica de Implantes Dentarios em Campinas,https://api.whatsapp.com/send?phone=+5519998307090&text=Ol%C3%A1%2C+vim+pelo+google+e+gostaria+de+mais+informa%C3%A7%C3%B5es.,(19) 3241-3411,200,agregador/social
Dra. Glaucia Bertoli Odontologia -Dentista Campinas - Lente de Contato-Restauracao-Protese-Implante-Protocolo-Ortodontia,http://instagram.com/dra.glauciabertoli,(19) 98127-0602,200,agregador/social
Villela Dentista 24 Horas,https://www.villeladentista.com.br/,(19) 99574-8557,200,site próprio
Dra. Flavia Sales,https://draflaviasales.com.br/,(19) 98930-1980,406,site próprio
Dra. Caroline Tigre * Lentes em resina & Porcelana,https://www.instagram.com/dracarolinetigre/,(19) 99181-6379,200,agregador/social
NEO - Nucleo Especializado em Odontologia,,(19) 99236-4004,,sem site
Franjotti Chagas Odontologia,http://www.franjottichagas.com.br/,(19) 3231-3779,200,site próprio
Dra. Camila Castro - Reabilitacao oral e estetica dental,https://www.camilardcastro.com.br/,(19) 97138-2006,406,site próprio
Soares & Faria Odontologia,https://www.facebook.com/soaresfariaa.odontologia,(19) 99563-2393,200,agregador/social
Instituto Di Castro - Odontologia,http://www.institutodicastro.com.br/,(19) 98983-2320,200,site próprio
Dra. Cristiane Feris - Lentes de Resina em Campinas,https://dracristianeferis.com.br/,(19) 99865-4624,200,site próprio
Odontoclinic - Taquaral,https://odontocliniccampinas.com.br/,(19) 99789-0309,200,site próprio
Dra. Beatriz Toriani - Odontologia Humanizada de Excelencia,https://www.doctoralia.com.br/beatriz-toriani/dentista/campinas?utm_source=google&utm_medium=gmb&utm_campaign=533062&utm_content=website,(19) 3232-7000,200,site próprio
Uniodonto Campinas,https://uniodontocampinas.com.br/,0800 160 5555,403,site próprio
Clinica Odontologica Prado,https://www.facebook.com/clinicapradoo/?id&open_field=website&sk=about_contact_and_basic_info,(19) 3227-5976,200,agregador/social
Select Clinic,https://www.selectclinic.com.br/,(19) 3295-2662,406,site próprio
Qualis Clinica Odontologica,https://clinicaqualis.com.br/,(19) 3241-6847,406,site próprio
Clinica Vicorini Odontologia,https://www.vicoriniodontologia.com.br/,(19) 99696-2024,200,site próprio
Oral Corp - Clinicas Odontologicas (Unidade 1),http://www.oralcorp.com.br/,(19) 3305-5555,"ERRO: HTTPConnectionPool(host='www.oralcorp.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD62B6F30>: Failed to resolve 'www.oralcorp.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Camp Dentes Campinas 2,https://www.youtube.com/@Camp_dentes,(19) 3291-9600,200,agregador/social
Odontoclinic Parque Prado,https://odontoclinic.com.br/unidade/campinas-parque-prado,(19) 3365-7002,200,site próprio
Smile Center Campinas Clinica Odontologica,https://smilecampinas.com.br/,(19) 3241-1840,200,site próprio
FACILIMA ODONTOLOGIA,https://www.instagram.com/explore/locations/270805193371780/facilima-odontologia-e-atencao/,(19) 3237-9091,200,agregador/social
Dr. Fabiano Arrivabene CROSP 68.858 - Especialista em Implantes Dentarios - Campinas - SP,https://arrivabeneimplantedentario.com.br/,(19) 99850-7004,406,site próprio
Clinica Odontologia Integrativa Dra. Keila Paes,https://bit.ly/drakeilapaes,(19) 3272-2321,200,agregador/social
Clinica Caparica Invisalign Campinas Sp,http://www.clinicacaparica.com.br/,(19) 99304-1117,200,site próprio
Greghi Odontologia Especializada,http://www.greghiodontologia.com.br/,(19) 3201-2661,200,site próprio
Odontoclinic Campinas,https://odontoclinic.com.br/unidade/campinas-guanabara,(19) 97418-9428,200,site próprio
ICO - Instituto de Cuidados Odontologicos,https://icocampinas.com.br/,(19) 98388-0047,200,site próprio
Politano Odontologia | Odontopediatria em Campinas,https://politanoodontologia.com.br/,(19) 3579-2904,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Implante Dental Campinas,https://implantedentalcampinas.com.br/,(19) 98122-9974,200,site próprio
Dra Malu Franco Odondologia | Dentista em Campinas,http://www.dramalufranco.com.br/,(19) 97412-8711,406,site próprio
Clinica Dr. Danilo Capone,http://cirooh.com.br/,(19) 3243-5517,200,site próprio
Odonto Facil - Odontologia Acessivel - Dentista Ouro Verde,https://odontofacilacessivel.com/,(19) 3365-5004,200,site próprio
Juliana Pelegrini - Dental Boutique,http://www.julianapelegrini.com/,(19) 98271-3389,"ERRO: HTTPConnectionPool(host='www.julianapelegrini.com', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD56B19A0>: Failed to resolve 'www.julianapelegrini.com' ([Errno 11001] getaddrinfo failed)""))",site próprio
SNG Odontologia - Invisalign - Dentista em Campinas,http://sngodontologia.com.br/,(19) 3232-9339,200,site próprio
Viva Odonto Campinas,,(19) 3276-3021,,sem site
Coife Odonto Campinas Centro,https://coifeodonto.com/,(19) 97148-2019,200,site próprio
Dra. Vanessa Goncalves,,(19) 2511-4100,,sem site
Essencialle Clinica Odontologica Amoreiras Campinas - Implantes,https://www.sorrisonovoem72horas.com.br/,(19) 98977-0847,200,site próprio
Dra. Shirlene Oliveira,http://www.shirleneoliveira.com.br/,(19) 99966-7171,200,site próprio
ODONTOLOGIA PAZOTTO,http://www.odontologiapazotto.com.br/,(19) 3231-6400,200,site próprio
Devita Odontologia,https://www.doctoralia.com.br/z/CgTmha,(19) 98132-3127,200,site próprio
Clinica Odontologica Alencar,,(19) 3232-6148,,sem site
A Odontologia Select(r),http://www.aodontologiaselect.com.br/,(19) 3233-4558,200,site próprio
ProDente Clinica Odontologica,https://www.instagram.com/prodentecampinas,(19) 3228-1748,200,agregador/social
Dentista Dra Thais Lopes do Lago - Invisalign Doctor,https://megalink.click/dentista-dra-thais-lopes-do-lago/,(19) 98151-9452,200,site próprio
Orto Cirurgica Odontologia Especializada - CRO 26.083 SP,,(19) 3269-7893,,sem site
Dra. Karla Vazone - Dentista e Odontologia Estetica em Campinas - SP,,(19) 98127-8626,,sem site
Clinica Sonia Job,https://clinicasoniajob.com.br/,(19) 3242-3716,"ERRO: HTTPSConnectionPool(host='clinicasoniajob.com.br', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000016FD62E69C0>: Failed to resolve 'clinicasoniajob.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dr Alexandre Luiz Pessota,https://www.laubensteinodontologia.com.br/odontologia,(19) 99272-5028,200,site próprio
Odontoriso Centro Odontologico,https://www.instagram.com/odontorisocampinas?igsh=MTJqbGt3d3FveHJ0Nw==,(19) 2518-1375,200,agregador/social
Oral Corp - Clinicas Odontologicas (UNIDADE 2),,(19) 3388-3128,,sem site
Odontoboni - Odontologia 24 horas,https://odontoboni.com.br/,(19) 98959-4535,200,site próprio
Mancano Melhado Odontologia,https://www.mancanomelhado.com.br/,(19) 3251-7962,403,site próprio
AMS Odontologia -- Clareamento Dental com LED Violeta | Facetas de Porcelana em Campinas,https://amsodontologia.com.br/,(19) 99246-9409,200,site próprio
Oralcamp - Especialidades Odontologicas,,(19) 3342-5050,,sem site
Liedente Dental Clinic,https://www.liedente.com.br/,(19) 99677-9433,406,site próprio
Dra. Teresa Capone - Odontologia,http://www.doctoralia.com.br/teresa-capone/dentista/campinas?utm_source=google&utm_medium=gmb&utm_campaign=601187&utm_content=website,(19) 3251-2709,200,site próprio
Sorridents Campinas Ouro Verde,http://www.facebook.com/sorridentsouroverde/,(19) 3226-8337,200,agregador/social
Implantes Day Odontologia,https://www.instagram.com/implantesdaycampinas?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,(19) 3325-4002,200,agregador/social
Plantao 24h - Uniodonto,https://uniodontocampinas.com.br/plantao-24h/,0800 864 4357,403,site próprio
Amyo Clinic |Ortodontia|Swiss Park|Invisalign Doctor|Dentista em Campinas,http://www.amyoclinic.com.br/,(19) 99109-1330,"ERRO: HTTPConnectionPool(host='www.amyoclinic.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD62E72F0>: Failed to resolve 'www.amyoclinic.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Odontologia Moraes,http://www.odontologiamoraes.com/,(19) 99104-9897,200,site próprio
Dentista Sulamerica Odontocenter Odontologia Avancada,,(19) 99226-0658,,sem site
Odontoclinic,https://odontoclinic.com.br/,(19) 3342-7000,200,site próprio
Odonto Magic,http://www.odontomagic.com.br/,(19) 99128-3666,200,site próprio
Dr. Gustavo Quesada | Dentista Em Campinas - SP,,(19) 98124-6011,,sem site
Odontoplan odontologia planejada ltda,http://www.odontoplan.com.br/a-clinica/,(19) 3275-1005,200,site próprio
"Dra. Andrea Fogaca Meneguette, Dentista",http://www.andreameneguette.com.br/,(19) 99743-4617,406,site próprio
NicDente Odontologia Integrada - Dra Glaucia Bertoli,http://instagram.com/nicdente.odontologia,(19) 98127-0602,200,agregador/social
Dra Carla Marcondes,http://dentistacampinas.odo.br/,(19) 3307-1219,200,site próprio
Levive Odontologia | Dentista em Campinas,http://www.leviveodontologia.com.br/,(19) 97137-5551,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",site próprio
Dra. Tatiana Abujamra - DENTISTA - Campinas - SP,https://wa.me/message/RO2LKSMEKYVWH1,(19) 97118-1707,200,agregador/social
Dr. Otavio Alberici - Cirurgiao Dentista,https://sites.google.com/view/drotavioalberici,(19) 99774-0205,200,agregador/social
Sorriah Odontologia,http://www.sorriah.com.br/,(19) 3294-6023,406,site próprio
Dra Natalia Gesualdi,https://sites.google.com/view/gesualdi-odontologia,(19) 99799-4250,200,agregador/social
Dourado e Rosa Odontologia | Dentista em Campinas,https://www.canva.com/design/DAGsiPSuEck/Tm9JqrO1qxybwpkqH4cx8g/view?utm_content=DAGsiPSuEck&utm_campaign=designshare&utm_medium=link2&utm_source=uniquelinks&utlId=ha6431d947d,(19) 98111-7377,200,site próprio
"Dra. Yasmin Aguiar, especialista ATM/DTM & Bruxismo em Niteroi",https://www.doctoralia.com.br/yasmin-aguiar/dentista-especialista-em-dor/niteroi?utm_source=google&utm_medium=gmb&utm_campaign=735478&utm_content=website,(21) 97170-1932,200,site próprio
Dentista Niteroi RJ | Amil Bradesco Odontoprev Porto Seguro Sulamerica,https://021dental.com.br/dentista-em-niteroi-rj/,(21) 2263-8960,200,site próprio
DENT+ Niteroi,http://www.dentmais.com.br/,(21) 98222-6494,"ERRO: HTTPConnectionPool(host='www.dentmais.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD62E5F10>: Failed to resolve 'www.dentmais.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Clinica Odontologica Saude Oral,https://saudeoralniteroi.com.br/,(21) 98908-0507,406,site próprio
"Sorridents Niteroi: Dentista, Clinica Odontologica, Implantes Dentarios, Aparelho",https://sorridents.com.br/unidade/niteroi/?utm_source=gmn&utm_medium=organic,(21) 2621-5358,403,site próprio
ORTHOCLINIC Clinica odontologica / Ortodontia,http://orthoclinicodontologia.com.br/,(21) 2620-4045,200,site próprio
Dra. Flavia Queiroz Cirurgia Dentista,https://draflaviaqueiroz.com.br/,(21) 96594-9111,200,site próprio
"Dra. Karine Peixotto, Dentista",https://www.doctoralia.com.br/karine-peixotto/dentista/niteroi?utm_source=google&utm_medium=gmb&utm_campaign=783781&utm_content=website,,200,site próprio
DENTOTAL Niteroi - Clinica Odontologica,https://www.soudentotal.com/,(21) 3620-3060,200,site próprio
OdontoIcarai - Icarai,http://odontoicarai.meudoutor.com/,(21) 3438-9490,200,site próprio
"Clinica Dra. Karine Peixotto | Implantes, Clareamento e Ortodontia",http://www.drakarinepeixotto.com.br/,(21) 97190-6946,200,site próprio
"Dra Simone Quadros - Dentista em Casa, Home Care Odontologico e Consultorio em Niteroi, Dentista Oncologica, Laserterapia",https://linklist.bio/SimoneQuadros,(21) 99799-6781,403,site próprio
Clinica Odonto Queiroz - Dentista Icarai,https://odontoqueiroz.com.br/lente-de-contato/,(21) 97960-8095,200,site próprio
Tratamento de Canal com Microscopio - Dra. Alessandra Fonseca: Endodontista,,(21) 98886-3024,,sem site
CEO - Centro de Especialidades Odontologicas,http://ceoniteroi.com.br/,(21) 99141-5706,403,site próprio
Dra Raquel Ponce,https://www.doctoralia.com.br/raquel-ponce/dentista/niteroi,(21) 97918-0009,200,site próprio
Dra. Larissa Corteletti | Implante dentario e protese | Dentista Niteroi,https://dralarissacorteletti.com.br/,(21) 98181-8480,200,site próprio
Odontoclinic Niteroi - Centro,https://odontoclinic.com.br/,(21) 98889-9899,200,site próprio
Ortoim Servicos Odontologicos,http://www.clinicaortoim.com.br/,(21) 2828-0323,200,site próprio
Oral Unic Implantes Niteroi,,(21) 3254-0505,,sem site
Odonty - Odontologia Especializada,http://www.odonty.com/,(21) 3701-1706,200,site próprio
OdontoCompany Niteroi,,(21) 97222-0363,,sem site
OrtoMinas Niteroi (DENTISTA),,(21) 2719-3291,,sem site
Amiga Odontologia - Niteroi,http://www.amigaodontologia.com.br/clinicas/rj/niteroi/,(21) 2721-0384,404,site próprio
Dra. Julia Araujo | Odontologia,https://juliaaraujo.com.br/,(21) 99915-9192,200,site próprio
Dentista | Dra Barbara Fontes,https://linklist.bio/DraBarbaraFontes,(21) 3021-7072,403,site próprio
"Dentista e Harmonizacao Facial em Niteroi , Sao Goncalo, Cabo Frio e Barra da Tijuca - Dra. Carol Braga",https://www.instagram.com/dracarolbraga?igsh=MWg1eDRpb3llbGM4Zg==,(21) 99764-4278,200,agregador/social
Dentista Breno Pedrosa | Implante em Niteroi,https://drbrenopedrosa.com.br/,(21) 3254-5962,406,site próprio
Dentista em Icarai | Niteroi | Espaco Orofacial - Protese - Implantes - Dentista Emergencia 24h,https://www.espacoorofacial.com.br/,(21) 2621-7310,200,site próprio
Odonto Vale,,(21) 99714-4864,,sem site
Dra. Marcela Froes | Implantes dentarios em Niteroi - Rio de Janeiro,https://www.marcelafroesodontologia.com/,(21) 99953-6352,"ERRO: HTTPSConnectionPool(host='www.marcelafroesodontologia.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1000)')))",site próprio
DAPASO Odontologia,http://dapaso.com.br/,(21) 2717-5446,200,site próprio
Mauro Lefrancois Odontologia | Dentista em Niteroi | Restauracao em Resina | Implante Dentario | Restauracao de porcelana,https://www.instagram.com/maurolefrancois,(21) 98985-5851,200,agregador/social
Claudia Fatima Odontopediatria e Ortodontia,http://www.draclaudiafatima.com.br/,(21) 98334-4463,406,site próprio
Reabilitar Odontologia Especializada,https://linklist.bio/Reabilitar_Odontologia_Especializada,(21) 3074-0666,403,site próprio
Odontologia - Dra. Clara Miller - Dentista em Niteroi,,(21) 2714-3800,,sem site
RL Odontologia | Dentista em Niteroi,,(21) 97100-8459,,sem site
Dra. Juliana Mussa Cury - Ortodontista Invisalign Doctor e Odontopediatra,https://www.julianamussacury.com/,(21) 99037-7305,200,site próprio
MaxDents Odontologia Integrada | Implantes dentarios em Niteroi | Protese em Niteroi,,(21) 96753-4227,,sem site
Ortozara Odontologia | Niteroi,http://ortozara.com.br/,(21) 3741-5461,200,site próprio
Dra. Veronica Tinoco CEO - Ortodontia Invisalign,http://www.ceoniteroi.com.br/,(21) 2717-9522,403,site próprio
Up Dent - Clinica Odontologica,https://www.instagram.com/updentclinica_?igsh=cTN5MXI0Mm5hMWF2,(21) 99950-9966,200,agregador/social
Tratamento de Canal com Microscopio & Laser - Dra. Patricia Pizzol Endodontista,https://www.instagram.com/drapatriciarpizzol/?hl=pt-br,(21) 99936-3956,200,agregador/social
Odonto Uai Niteroi,,(21) 99928-3529,,sem site
Implantodontia e Reabilitacao Oral,http://www.implantodontiareabilitacaooral.com/,(21) 3620-6120,200,site próprio
Clara Oliveira Odontologia Especializada,https://claraoliveira.com.br/,(21) 99124-3404,200,site próprio
Dra Milena Rocha | Dentista Icarai,,(21) 93300-4245,,sem site
Alan Rivera Odontologia,http://alanriveraodontologia.com.br/,(21) 3254-2040,200,site próprio
Assistencia Dentaria Catete,https://www.serviceodonto.com.br/,(21) 4003-6588,"ERRO: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))",site próprio
Orallook Implantes e Proteses Dentarias - Niteroi,https://orallook.com.br/,(21) 98017-0520,200,site próprio
DENTISTA NITEROI - Dr. Wanderson Lugao Clinica CEIO - centro especializado em implantes e ortodontia,https://www.drwanderson.com.br/,(21) 2611-9991,406,site próprio
Oral Sin,https://lp2.oralsinniteroi.com.br/implante-v8p,(21) 97135-6272,403,site próprio
Tratamento de canal com microscopio - Dra Paula Siqueira,http://www.doctoralia.com.br/paula-siqueira-2/dentista/niteroi?utm_source=google&utm_medium=gmb&utm_campaign=739698&utm_content=url_appointment,(21) 99300-4249,200,site próprio
Dentista | Dra Clarissa Gomes,https://linklist.bio/DraClarissaGomes,(21) 99171-3370,403,site próprio
Dr. Alexandre Dunaev - Dentista Niteroi 24 Horas,http://www.dralexandredunaev.com.br/,(21) 99105-1527,200,site próprio
Clinica de Odontologia Integrada Dr. Marco Cesar Alvarenga,http://www.odontologianiteroi.com.br/,(21) 2620-2058,200,site próprio
Dra Helaine Housy - Cirurgia Dentista Urgencia,https://instagram.com/drahelainehousy_urgencia?igshid=MzNlNGNkZWQ4Mg==,(21) 97264-5491,200,agregador/social
Clinica Odontologica Sorrir Demais,,(21) 97450-9062,,sem site
Consultorio Odontologico Dr. Tulio Mota Facetas Niteroi Dentista Niteroi,http://www.drtuliomota.com.br/,(21) 96643-6752,"ERRO: HTTPConnectionPool(host='www.drtuliomota.com.br', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x0000016FD56B1160>: Failed to resolve 'www.drtuliomota.com.br' ([Errno 11001] getaddrinfo failed)""))",site próprio
Dra Joana Moreno,http://www.joanamoreno.com.br/,(21) 3620-3132,"ERRO: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",site próprio
SORRIARIO NITEROI II - CLINICA ODONTOLOGICA,,(21) 99842-5840,,sem site
Odonto oral - Dentista | Protese Dentaria | Tratamento de Canal | Clareamento dental,http://www.odontooral.com/,(21) 98202-0424,406,site próprio
Dra Luciana Hosken- dentista em Niteroi,http://www.lucianahosken.com.br/,(21) 99173-6966,200,site próprio
IRio- Implante Rio - Icarai - Clinica de Implantes em Niteroi,,(21) 2711-4167,,sem site
Peixotto Odontologia - Emergencia 24 h - Dentista em Niteroi,https://peixottoodontologia.com/emergencia/,(21) 96523-8989,200,site próprio
Dra. CARINA LYRA - Dentista,https://dracarinalyra.com.br/,(21) 96411-4521,406,site próprio
"Integrale Odontologia| Seu Dentista no coracao de Niteroi |Amil, Bradesco, Odontoprev e Particular",https://www.dentistaemniteroi.com/,(21) 97679-7822,"ERRO: HTTPSConnectionPool(host='www.dentistaemniteroi.com', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x0000016FD56B1430>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",site próprio
ORTOLOOK NITEROI - Clinica Odontologica,,(21) 98810-9067,,sem site
Dra Adriana Guimaraes- Dentista- Centro Niteroi- Implantes Dentarios- Ortodontia- Cirurgia,,(21) 2622-8705,,sem site
Sunshine| Consultorio Odontologico e Estetica Avancada | Dra Marilene Segalote e Dra Aline Segalote,https://sites.google.com/view/consultorioodontoeestetica/p%C3%A1gina-inicial,(21) 2714-8723,200,agregador/social
"Clinica Hathor Odontologia - Dentistas em Icarai, Niteroi",https://www.clinicahathor.com.br/,(21) 99943-2716,200,site próprio
Vittali Odontologia - Dentista em Niteroi -,https://www.instagram.com/vittali_odontologia?igsh=MXFhczhmd2xqZXNpYg%3D%3D&utm_source=qr,(21) 99850-5616,200,agregador/social
Consultorio Dra Claudia Fleury,http://www.claudiafleury.com/,(21) 98323-8336,200,site próprio
Nitz Odontologia - Especialista em Implantes Dentarios,http://implantes.nitzodontologia.com.br/,(21) 96935-4158,406,site próprio
Clinica Odontologica Feliz Dente Niteroi / Dentista Centro Niteroi,https://www.instagram.com/felizdenteniteroi/,(21) 97046-6409,200,agregador/social
Antonio Turon Dentista 24h,https://www.telelistas.net/locais/rj/niteroi/dentistas/bu-5648835/dr+antonio+carlos+cerqueira+turon+dentista+24hs,(21) 98944-8548,200,site próprio
Odontologia Integrada Odontok,,(21) 2714-5807,,sem site
Dra Paula Tepedino,https://drapaulatepedino.com.br/,(21) 98995-9537,406,site próprio
Verbicario dentista - Centro Niteroi,https://www.odontologiaverbicario.com.br/,(21) 98849-8243,200,site próprio
Biorelli Odontologia - Dra. Alexandra Andrade - Dentista em Niteroi - Consultorio Odontologico - Facetas Niteroi,,(21) 96542-5316,,sem site
OdontoBlue Niteroi,http://www.odontoblue.com.br/,(21) 3620-0167,200,site próprio
Clinica odonto saude Niteroi,http://www.odontosaudeniteroi.com.br/,(21) 4126-5839,200,site próprio
Dra. Daria Glaucia Cruz I Odontopediatra,https://www.instagram.com/dariaglauciac,(21) 97320-7450,200,agregador/social
Odontomelo,https://odontomelo.com.br/,(21) 99855-6852,406,site próprio
Odonto Gavi e Terapia Integrativa - Implante Dentario em Niteroi,http://www.odontogavi.com/,(21) 2612-2118,200,site próprio
Dra. Lana Delarue - Dentista Centro Niteroi,https://www.instagram.com/dra.lanadelarue,(21) 97953-1399,200,agregador/social
Assistencia Dentaria Nova Niteroi,,(21) 2620-4394,,sem site
Odontologic,,(21) 2711-1736,,sem site
Ortonit - Niteroi / Clinica Odontologica / Ortodontia / Dentistas,http://www.ortonit.com.br/,(21) 98034-2767,200,site próprio
Proface | Dentista | Implante Dentario | Icarai | Niteroi - RJ,http://profaceicarai.com.br/,(21) 3741-4619,406,site próprio
